condition,episode,occupant_pixels_t0,occupant_pixels_policy_start,anchor_pixels_t0,anchor_pixels_policy_start,target_pixels_t0,target_pixels_policy_start,occupant_in_goal_policy_start,world_drift_m,world_tilt_change_deg,relative_drift_m,relative_rotation_deg,gate_drift_m,gate_rotation_deg,anchor_excess_vs_eb_m,linear_speed_m_s,angular_speed_rad_s,final_world_linear_speed_m_s,final_world_angular_speed_rad_s,target_contact,robot_contact,support_contact_all_steps,collision_extent_x_m,collision_extent_y_m,collision_extent_z_m,visibility_ok,physics_ok,passed
eb,17,573,573,2468,2334,404,530,0,8.638922910364499e-16,0.0,0.038455424079578394,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,18,573,573,2383,2278,404,530,0,8.638922910364499e-16,0.0,0.038446801199022634,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,19,573,573,2351,2258,404,530,0,8.638922910364499e-16,0.0,0.038444693740556486,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,20,573,573,2432,2330,404,530,0,8.638922910364499e-16,0.0,0.038507452564185266,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,21,573,573,2372,2288,404,530,0,8.638922910364499e-16,0.0,0.03853704521188648,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,22,573,573,2324,2234,405,530,0,8.638922910364499e-16,0.0,0.0385007591157911,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,23,573,573,2444,2361,404,530,0,8.638922910364499e-16,0.0,0.038531560584575575,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,24,573,573,2371,2290,404,530,0,8.638922910364499e-16,0.0,0.03849092287052608,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,25,573,573,2371,2276,404,530,0,8.638922910364499e-16,0.0,0.03841908572865967,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,26,573,573,2437,2346,404,530,0,8.638922910364499e-16,0.0,0.038462542526930134,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,27,573,573,2449,2336,404,530,0,8.638922910364499e-16,0.0,0.03850181943827485,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,28,573,573,2373,2277,404,530,0,8.638922910364499e-16,0.0,0.0385060161105549,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,29,573,573,2433,2321,404,530,0,8.638922910364499e-16,0.0,0.03843841345067324,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,30,573,573,2442,2350,404,530,0,8.638922910364499e-16,0.0,0.03841688210947027,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,31,573,573,2377,2267,404,530,0,8.638922910364499e-16,0.0,0.038534355931014494,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,32,573,573,2402,2300,404,530,0,8.638922910364499e-16,0.0,0.03842054708007307,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,33,573,573,2412,2287,404,530,0,8.638922910364499e-16,0.0,0.038437284033052035,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,34,573,573,2340,2248,404,530,0,8.638922910364499e-16,0.0,0.03853095893681742,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,35,573,573,2416,2324,404,530,0,8.638922910364499e-16,0.0,0.03851542382314588,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,36,573,573,2377,2305,405,530,0,8.638922910364499e-16,0.0,0.038536650194748244,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,37,573,573,2341,2252,404,530,0,8.638922910364499e-16,0.0,0.03851676222402883,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,38,573,573,2403,2306,404,531,0,8.638922910364499e-16,0.0,0.038500801841968475,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,39,573,573,2360,2241,404,532,0,8.638922910364499e-16,0.0,0.03843416817504385,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,40,573,573,2377,2288,404,530,0,8.638922910364499e-16,0.0,0.03854930829830093,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,41,573,573,2390,2313,404,530,0,8.638922910364499e-16,0.0,0.03845545395536586,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,42,573,573,2421,2313,404,530,0,8.638922910364499e-16,0.0,0.03845436296046351,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,43,573,573,2451,2343,404,530,0,8.638922910364499e-16,0.0,0.03842008432644166,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,44,573,573,2486,2392,404,530,0,8.638922910364499e-16,0.0,0.038425715138967774,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,45,573,573,2358,2270,404,530,0,8.638922910364499e-16,0.0,0.03840962823827439,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,46,573,573,2417,2326,404,530,0,8.638922910364499e-16,0.0,0.03849741217514033,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,47,573,573,2374,2273,404,530,0,8.638922910364499e-16,0.0,0.03847338555274364,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,48,573,573,2471,2340,404,530,0,8.638922910364499e-16,0.0,0.038453802330350326,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,49,573,573,2331,2242,404,530,0,8.638922910364499e-16,0.0,0.038494263761876035,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
er,0,179,179,2195,2101,404,530,1,0.039754339060178924,5.4868208394509566e-06,5.885084512084462e-07,0.0014257406389525146,5.523366696831507e-05,0.04278911189332579,8.88636679811024e-06,0.0011351554577857946,0.015266427742477938,7.273977469276712e-12,2.7214903223716196e-12,0,0,1,0.036760747997057634,0.05622158877742467,0.1456105133497413,1,1,1
er,1,175,179,2164,2055,404,530,1,0.03975433906017877,5.486820924716085e-06,5.88508464622402e-07,0.0014257375713669944,5.5233666966853604e-05,0.04278911201257357,8.886366798592316e-06,0.0011351554579412321,0.01526642781229219,7.273936367148144e-12,2.7215720026399744e-12,0,0,1,0.03676074799706321,0.056221588777430886,0.14561051334974145,1,1,1
er,2,188,180,2223,2136,404,530,1,0.03975433906017881,5.486820882083521e-06,5.885084432382575e-07,0.0014257447290562748,5.5233666968263745e-05,0.04278911192739659,8.886366798313939e-06,0.0011351554576487328,0.015266427870470733,7.274513810047773e-12,2.730355659472286e-12,0,0,1,0.036760747997053665,0.05622158877742023,0.14561051334974134,1,1,1
er,3,181,192,2229,2128,404,530,1,0.03975433906017894,5.486820853661811e-06,5.885084545702393e-07,0.0014257406389525146,5.5233666969425935e-05,0.04278911199553818,8.886366798178988e-06,0.0011351554578420923,0.015266427829745752,7.274509935178155e-12,2.7271334300120055e-12,0,0,1,0.03676074799706611,0.056221588777434106,0.14561051334974132,1,1,1
er,4,184,193,2262,2132,404,530,1,0.039754339060178834,5.486820896294375e-06,5.885084449712209e-07,0.0014257375713669944,5.523366696791605e-05,0.04278911194443198,8.88636679822374e-06,0.0011351554576752181,0.015266427876288584,7.272629211637429e-12,2.7156091781763722e-12,0,0,1,0.036760747997061756,0.05622158877742933,0.1456105133497414,1,1,1
er,5,190,177,2239,2135,404,530,1,0.03975433906017877,5.486820882083521e-06,5.885084424908349e-07,0.0014257442177939466,5.5233666969892914e-05,0.042789111961467376,8.88636679774713e-06,0.001135155457671351,0.015266427882106437,7.273639834648614e-12,2.7215303392651806e-12,0,0,1,0.03676074799705341,0.056221588777420006,0.14561051334974134,1,1,1
er,6,184,167,2157,2083,404,530,1,0.03975433906017894,5.486820853661811e-06,5.88508465305317e-07,0.0014257396164247412,5.5233666969055246e-05,0.042789111859255,8.886366798095504e-06,0.001135155457991278,0.015266427794838625,7.273540728296492e-12,2.7221335898904687e-12,0,0,1,0.036760747997065385,0.05622158877743333,0.1456105133497413,1,1,1
er,7,177,200,2275,2136,404,530,1,0.039754339060178966,5.486820825240102e-06,5.885084511477135e-07,0.0014257411502161261,5.523366696859663e-05,0.04278911225106913,8.886366797840254e-06,0.0011351554577821738,0.015266428010099229,7.2729777748734336e-12,2.721448192561301e-12,0,0,1,0.036760747997058536,0.05622158877742567,0.14561051334974123,1,1,1
er,8,190,178,2204,2137,404,530,1,0.03975433906017876,5.486820924716085e-06,5.885084426835912e-07,0.0014257426840058615,5.523366696877476e-05,0.042789112046644366,8.886366798180346e-06,0.0011351554576491652,0.015266427934467124,7.274652213128958e-12,2.721089779621743e-12,0,0,1,0.03676074799705649,0.05622158877742345,0.14561051334974148,1,1,1
er,9,183,197,2270,2155,404,530,1,0.03975433906017889,5.486820825240102e-06,5.885084433392748e-07,0.0014257406389525146,5.523366696814083e-05,0.0427891118762904,8.886366797956489e-06,0.0011351554576543253,0.01526642773084223,7.273057053323907e-12,2.721696817493554e-12,0,0,1,0.0367607479970551,0.056221588777421894,0.14561051334974123,1,1,1
er,10,184,173,2185,2110,404,530,1,0.03975433906017887,5.486820924716085e-06,5.885084478626578e-07,0.001425735526306314,5.523366696796732e-05,0.042789112114785956,8.886366798369148e-06,0.0011351554577119678,0.01526642799264567,7.274215507557296e-12,2.7219465748342914e-12,0,0,1,0.0367607479970566,0.05622158877742356,0.14561051334974145,1,1,1
er,11,182,190,2231,2133,404,530,1,0.03975433906017889,5.48682091050523e-06,5.885084501397474e-07,0.0014257431952687397,5.523366696723721e-05,0.04278911192739659,8.886366798569017e-06,0.0011351554577327414,0.015266427864652874,7.273966877563486e-12,2.721732633731416e-12,0,0,1,0.03676074799705687,0.05622158877742389,0.14561051334974143,1,1,1
er,12,183,190,2265,2148,404,530,1,0.03975433906017883,5.486820924716085e-06,5.885084571229092e-07,0.0014257375713669944,5.523366696781814e-05,0.04278911221699833,8.886366798114888e-06,0.001135155457855378,0.015266428033370647,7.273874555281613e-12,2.7216112051321646e-12,0,0,1,0.036760747997062644,0.05622158877743033,0.14561051334974137,1,1,1
er,13,185,173,2223,2111,404,530,1,0.039754339060178966,5.486820811029247e-06,5.885084480976109e-07,0.0014257411502161261,5.523366696774956e-05,0.042789111961467376,8.886366797980651e-06,0.0011351554577272232,0.015266427847199315,7.274259312436795e-12,2.7213753356109913e-12,0,0,1,0.03676074799705793,0.056221588777425,0.14561051334974123,1,1,1
er,14,188,169,2220,2144,404,530,1,0.03975433906017878,5.486820882083521e-06,5.885084472377657e-07,0.0014257385938962342,5.523366696820609e-05,0.04278911221699833,8.886366798137364e-06,0.0011351554577077455,0.015266427905377855,7.273969182663097e-12,2.7216976995413375e-12,0,0,1,0.03676074799705563,0.05622158877742245,0.14561051334974137,1,1,1
er,15,181,171,2168,2072,404,530,1,0.03975433906017883,5.486820867872666e-06,5.885084549846216e-07,0.0014257447290562748,5.5233666968097564e-05,0.04278911192739659,8.886366798240596e-06,0.0011351554578268733,0.015266427847199315,7.273654903920898e-12,2.721474242216962e-12,0,0,1,0.036760747997061353,0.05622158877742889,0.14561051334974137,1,1,1
er,16,171,177,2263,2160,404,530,1,0.03975433906017903,5.486820825240102e-06,5.885084513072525e-07,0.0014257416614795548,5.5233666967490546e-05,0.042789111910361194,8.886366798445335e-06,0.0011351554577567577,0.015266427823927897,7.273897919293061e-12,2.7269978534254094e-12,0,0,1,0.03676074799706131,0.05622158877742878,0.1456105133497412,1,1,1
er,17,185,196,2283,2138,404,530,1,0.03975433906017891,5.48682091050523e-06,5.885084523120971e-07,0.001425735526306314,5.523366696809183e-05,0.04278911194443198,8.88636679817167e-06,0.001135155457783249,0.015266427864652874,7.273562323570922e-12,2.7215205565288657e-12,0,0,1,0.036760747997058196,0.056221588777425335,0.14561051334974148,1,1,1
er,18,186,171,2197,2108,404,530,1,0.03975433906017886,5.486820924716085e-06,5.885084578025368e-07,0.0014257375713669944,5.5233666967462126e-05,0.042789112046644366,8.886366798083754e-06,0.0011351554578598864,0.01526642781229219,7.273629960305935e-12,2.713195627130679e-12,0,0,1,0.036760747997062665,0.05622158877743033,0.14561051334974145,1,1,1
er,19,190,169,2161,2089,404,530,1,0.039754339060178785,5.4868209389269396e-06,5.88508452443178e-07,0.0014257411502161261,5.523366696890482e-05,0.042789111910361194,8.886366797849824e-06,0.0011351554578109423,0.015266427829745752,7.2733470542536045e-12,2.721425467640739e-12,0,0,1,0.03676074799706252,0.05622158877743011,0.14561051334974148,1,1,1
er,20,168,179,2264,2151,404,530,1,0.03975433906017877,5.486820967348649e-06,5.885084515622442e-07,0.0014257396164247412,5.523366696674242e-05,0.04278911194443198,8.886366798544897e-06,0.0011351554577550818,0.015266427876288584,7.273682321531184e-12,2.7216927570254585e-12,0,0,1,0.03676074799705639,0.05622158877742334,0.14561051334974157,1,1,1
er,21,193,187,2178,2101,404,530,1,0.03975433906017874,5.486820924716085e-06,5.885084437548656e-07,0.0014257375713669944,5.5233666968402665e-05,0.04278911192739659,8.886366798093868e-06,0.0011351554576605745,0.015266427765749355,7.273538786108562e-12,2.7210460614590063e-12,0,0,1,0.03676074799705609,0.056221588777423004,0.14561051334974143,1,1,1
er,22,177,182,2147,2052,405,530,1,0.03975433906017885,5.486820924716085e-06,5.88508451629708e-07,0.001425734503774874,5.523366696764303e-05,0.04278911213182135,8.886366798369016e-06,0.0011351554577699017,0.015266428004281374,7.273349185198003e-12,2.721713386990788e-12,0,0,1,0.03676074799705706,0.056221588777424114,0.14561051334974148,1,1,1
er,23,178,199,2266,2160,404,530,1,0.03975433906017881,5.486820967348649e-06,5.885084508950852e-07,0.0014257406389525146,5.523366696844976e-05,0.042789111961467376,8.886366798112531e-06,0.001135155457776647,0.015266427905377855,7.2729608050929504e-12,2.7153383921689643e-12,0,0,1,0.03676074799705953,0.05622158877742678,0.14561051334974154,1,1,1
er,24,179,168,2192,2122,404,530,1,0.039754339060178924,5.486820867872666e-06,5.88508450720726e-07,0.0014257411502161261,5.523366696884802e-05,0.04278911209775056,8.886366798162537e-06,0.001135155457777828,0.015266427864652874,7.273654669272766e-12,2.7214588826150394e-12,0,0,1,0.03676074799706405,0.056221588777431886,0.1456105133497413,1,1,1
er,25,181,171,2190,2104,404,530,1,0.0397543390601789,5.486820811029247e-06,5.885084437197703e-07,0.0014257477966263948,5.523366696868038e-05,0.042789111910361194,8.886366798164408e-06,0.0011351554576610867,0.015266427823927897,7.273819857790397e-12,2.721068331886135e-12,0,0,1,0.03676074799705657,0.05622158877742345,0.14561051334974118,1,1,1
er,26,176,186,2261,2160,404,530,1,0.039754339060178896,5.4868208394509566e-06,5.885084379303375e-07,0.001425746774103755,5.523366696902977e-05,0.04278911201257357,8.88636679799708e-06,0.001135155457579522,0.015266427917013563,7.2742219809752284e-12,2.726932728401356e-12,0,0,1,0.03676074799705453,0.05622158877742123,0.14561051334974126,1,1,1
er,27,181,190,2268,2146,404,530,1,0.039754339060178924,5.486820882083521e-06,5.885084586864884e-07,0.0014257375713669944,5.523366696644531e-05,0.04278911194443198,8.886366798349878e-06,0.0011351554578542169,0.01526642785883502,7.272754414680263e-12,2.7075202458231865e-12,0,0,1,0.036760747997059806,0.05622158877742711,0.14561051334974137,1,1,1
er,28,180,172,2192,2105,404,530,1,0.03975433906017886,5.4868208394509566e-06,5.885084561249292e-07,0.0014257477966263948,5.523366696831793e-05,0.042789111978502783,8.886366798286258e-06,0.0011351554578377377,0.015266427893742145,7.2739179279012675e-12,2.7270955749056936e-12,0,0,1,0.0367607479970605,0.05622158877742789,0.1456105133497412,1,1,1
er,29,189,181,2244,2138,404,530,1,0.039754339060178695,5.486820953137794e-06,5.885084503507045e-07,0.0014257385938962342,5.523366696771671e-05,0.0427891118762904,8.886366798157817e-06,0.0011351554577540828,0.015266427835563605,7.274656794622299e-12,2.7296490877473662e-12,0,0,1,0.03676074799705878,0.056221588777426,0.14561051334974154,1,1,1
er,30,172,190,2270,2160,404,530,1,0.039754339060178806,5.48682091050523e-06,5.885084471304978e-07,0.0014257375713669944,5.523366696757667e-05,0.042789111978502783,8.886366798295185e-06,0.001135155457703981,0.01526642780065648,7.273360327588316e-12,2.7218866233044085e-12,0,0,1,0.03676074799705452,0.05622158877742123,0.14561051334974143,1,1,1
er,31,194,187,2183,2080,404,530,1,0.03975433906017874,5.486820924716085e-06,5.885084467501107e-07,0.001425736037571759,5.5233666967970305e-05,0.04278911216589215,8.886366798253767e-06,0.0011351554577027354,0.015266428010099229,7.273341197080152e-12,2.716555532629285e-12,0,0,1,0.036760747997057114,0.056221588777424114,0.14561051334974145,1,1,1
