episode,attempt,grasp_offset_x_m,grasp_offset_y_m,grasp_verified,grasp_lift_m,max_bowl_lift_m,pre_release_support_contact,pre_release_support_stable_steps,pre_release_linear_speed_m_s,released_before_retreat,post_release_support_contact,post_release_support_stable_steps,post_release_max_displacement_m,safe_success,task_success,native_task_success,place_xy_offset_m,place_bottom_gap_m,place_xy_sanity_ok,occluder_displacement_m,occluder_stable,reason,failure_stage,failure_initial_error_m,failure_best_error_m,failure_final_error_m,gripper_close_sign,gripper_open_sign,gripper_aperture_after_minus,gripper_aperture_after_plus,steps,video_path
11,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
12,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
13,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
14,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
15,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
16,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
17,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
18,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
19,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
20,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
21,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
22,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
23,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
24,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
25,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
26,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
27,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
28,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
29,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
30,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
31,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
32,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
33,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
34,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
35,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
36,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
37,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
38,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
39,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
40,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
41,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
42,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
43,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
44,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
45,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
46,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
47,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
48,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
49,0,0.0,-0.033476685683882,1,0.03679760395185527,0.03759055541924239,1,10,0.00011238956217829953,1,1,10,0.006650331627213369,1,True,True,0.017830283082675886,-0.0995674632210044,True,0.0005881722115389208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,434,
