episode,attempt,grasp_offset_x_m,grasp_offset_y_m,grasp_verified,grasp_lift_m,safe_success,task_success,native_task_success,place_xy_offset_m,place_bottom_gap_m,place_xy_sanity_ok,occluder_displacement_m,occluder_stable,reason,failure_stage,failure_initial_error_m,failure_best_error_m,failure_final_error_m,gripper_close_sign,gripper_open_sign,gripper_aperture_after_minus,gripper_aperture_after_plus,steps
37,0,0.0,0.033476685683882,1,0.1308092399196129,1,True,True,0.005628535708593249,-0.10081852793453494,True,0.00016256712166676243,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
38,0,0.0,0.033476685683882,1,0.13080923991961402,1,True,True,0.00562853571820755,-0.10081852793464174,True,0.00013248975126538596,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
39,0,0.0,0.033476685683882,1,0.1308092399196129,1,True,True,0.005628536508054297,-0.10081852797320534,True,0.00018157019614331303,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
40,0,0.0,0.033476685683882,1,0.13080923991961269,1,True,True,0.005628535694597112,-0.10081852793438195,True,0.00021890125514572144,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
41,0,0.0,0.033476685683882,1,0.13080923991961158,1,True,True,0.005628534963997516,-0.1008185279447561,True,0.00018763661380723955,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
42,0,0.0,0.033476685683882,1,0.1308092399196098,1,True,True,0.005628535694403471,-0.10081852793437962,True,0.0001929241034265399,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
43,0,0.0,0.033476685683882,1,0.13080923991961269,1,True,True,0.005628535706078919,-0.10081852793450419,True,0.0006316162039694562,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
44,0,0.0,0.033476685683882,1,0.1308092399196138,1,True,True,0.005628535680407692,-0.10081852793422896,True,0.00017702238336055677,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
45,0,0.0,0.033476685683882,1,0.13080923991961446,1,True,True,0.005628535735396242,-0.1008185279348397,True,0.00019183362196142196,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
46,0,0.0,0.033476685683882,1,0.13080923991961424,1,True,True,0.005628535687182251,-0.1008185279343019,True,0.00019501804524487957,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
47,0,0.0,0.033476685683882,1,0.13080923991961269,1,True,True,0.005628535701669301,-0.10081852793445922,True,0.00032205043249330695,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
48,0,0.0,0.033476685683882,1,0.1308092399196138,1,True,True,0.005628535696630711,-0.10081852793440427,True,0.000189897669293468,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
49,0,0.0,0.033476685683882,1,0.1308092399196098,1,True,True,0.005628535694403471,-0.10081852793437962,True,0.00018760032009749517,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,472
