episode,attempt,grasp_offset_x_m,grasp_offset_y_m,grasp_verified,grasp_lift_m,safe_success,task_success,native_task_success,place_xy_offset_m,place_bottom_gap_m,place_xy_sanity_ok,occluder_displacement_m,occluder_stable,reason,failure_stage,failure_initial_error_m,failure_best_error_m,failure_final_error_m,gripper_close_sign,gripper_open_sign,gripper_aperture_after_minus,gripper_aperture_after_plus,steps
10,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00013245565411255721,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
11,0,0.0,0.033476685683882,1,0.13818358574336898,1,True,True,0.003999502195349471,-0.10083671239983372,True,0.0001401918930054635,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
12,0,0.0,0.033476685683882,1,0.1381835857433692,1,True,True,0.003993853064551767,-0.10083686887861121,True,0.0001383147522960208,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
13,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00014186934375109574,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
14,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.0001347984171662689,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
15,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00015069044463899696,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
16,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00016206292647675695,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
17,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00015304432077636673,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
18,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00015240445723594664,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
19,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00017271124501359967,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
20,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.0001607346723232091,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
21,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.0001591346940129415,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
22,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00014299004482691717,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
23,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00015702710151290159,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
24,0,0.0,0.033476685683882,1,0.13818358574336853,1,True,True,0.005209395165079587,-0.10079226458532586,True,0.0001815119448426423,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
25,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00016180968621421247,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
26,0,0.0,0.033476685683882,1,0.13818358574336898,1,True,True,0.005219691489665848,-0.10079285241280023,True,0.00013103848127896117,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
27,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00020690421955054593,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
28,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.0001369460073633238,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
29,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00023717558428369744,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
30,0,0.0,0.033476685683882,1,0.13818358574336898,1,True,True,0.003999502195349471,-0.10083671239983372,True,0.00017364343023238882,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
31,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00013850085970003258,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
32,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00016642450804616723,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
33,0,0.0,0.033476685683882,1,0.13818358574336898,1,True,True,0.003999502195349471,-0.10083671239983372,True,0.00015929254937415636,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
34,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.0001423113724172783,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
35,0,0.0,0.033476685683882,1,0.1381835857433692,1,True,True,0.003993853064551767,-0.10083686887861121,True,0.00013851194964258363,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
36,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00014576859679068727,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
37,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00013915962202708796,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
38,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00017576529635004204,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
39,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00021656720508873357,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
40,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00015978392865088643,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
41,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.0001354052692521135,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
42,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00013490638299364807,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
43,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00017349506209722525,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
44,0,0.0,0.033476685683882,1,0.13818358574336764,1,True,True,0.005216222604901989,-0.10079300191242724,True,0.00013981442235204905,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
45,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.0001339838972161415,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
46,0,0.0,0.033476685683882,1,0.13818358574336786,1,True,True,0.003976335590959492,-0.10083667407183838,True,0.0002298489038975152,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
47,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.00013018905921436937,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
48,0,0.0,0.033476685683882,1,0.13818358574336875,1,True,True,0.005196183002607621,-0.10079342885837106,True,0.0001379341671809287,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
49,0,0.0,0.033476685683882,1,0.13818358574336898,1,True,True,0.003999502195349471,-0.10083671239983372,True,0.00016190013268767522,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,462
